Product,Variant,Price,Handle,Inventory Management,Variant ID,Availability,SKU,Product URL,Scraped at,Description,Hollistic Description
The Leopard Fall Girls PJs,"2-3, 3-4, 4-5, 5-6, 6-7, 8-9, 10-11, 12-13, 14-15",599.0,the-leopard-fall-girls-pjs,shopify,"46132175929593, 46132175962361, 46132175995129, 46132176027897, 46132176060665, 46132176093433, 46132176126201, 46132176158969, 46132176191737",True,nan,https://applemintandcocoa.com//products/the-leopard-fall-girls-pjs,2026/02/22 12:57:07 PM,Crafted with our soft jersey knit fabric. Our fall pajama sets are perfect for those cool late summer/early fall evenings. Key Features: 100% Cotton Elasticized waist band Cuffed pants to avoid pants riding up Our signature functional wooden buttons,"The Leopard Fall Girls PJs - 2-3, 3-4, 4-5, 5-6, 6-7, 8-9, 10-11, 12-13, 14-15: Crafted with our soft jersey knit fabric. Our fall pajama sets are perfect for those cool late summer/early fall evenings. Key Features: 100% Cotton Elasticized waist band Cuffed pants to avoid pants riding up Our signature functional wooden buttons"
The Leopard Fall Women PJs,"Small, Medium, Large, XLarge, XXLarge",760.0,the-leopard-fall-women-pjs,shopify,"46131953008889, 46131953041657, 46131953074425, 46131953107193, 46131953139961",True,nan,https://applemintandcocoa.com//products/the-leopard-fall-women-pjs,2026/02/22 12:57:10 PM,Crafted with our soft jersey knit fabric. Our fall pajama sets are perfect for those cool late summer/early fall evenings. Key Features: 100% Cotton Elasticized waist band Drawstring to secure fit Cuffed pants to avoid pants riding up Our signature functional wooden buttons,"The Leopard Fall Women PJs - Small, Medium, Large, XLarge, XXLarge: Crafted with our soft jersey knit fabric. Our fall pajama sets are perfect for those cool late summer/early fall evenings. Key Features: 100% Cotton Elasticized waist band Drawstring to secure fit Cuffed pants to avoid pants riding up Our signature functional wooden buttons"
The Making Waves in Blue Kids Hoodie (HOODIE ONLY),"2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years",450.0,the-making-waves-kids-hoodie-hoodie-only,shopify,"45553823580409, 45553823613177, 45553823645945, 45553823678713, 45553823711481, 45553823744249, 45553823777017, 45553823809785, 45553823842553",True,nan,https://applemintandcocoa.com//products/the-making-waves-kids-hoodie-hoodie-only,2026/02/22 12:57:04 PM,Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood,"The Making Waves in Blue Kids Hoodie (HOODIE ONLY) - 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years: Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood"
The Map T-shirt For Boys in Olive Green,"18-24 Months / T-shirt Only, 2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only",195.0,the-license-plate-for-boys-in-black,shopify,"44069861458169, 43730585616633, 43730585682169, 43730585747705, 43730585813241, 43730585878777, 43730585944313, 43730586009849, 43730586075385",True,nan,https://applemintandcocoa.com//products/the-license-plate-for-boys-in-black,2026/02/22 12:57:08 PM,Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:96% Cotton & 4% lycra Key Features:Functional branded wooden buttons.,"The Map T-shirt For Boys in Olive Green - 18-24 Months / T-shirt Only, 2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:96% Cotton & 4% lycra Key Features:Functional branded wooden buttons."
The Maroon Marble Baby Romper,"0-3, 3-6, 6-9, 9-12, 12-18, 18-24",749.0,the-maroon-marble-baby-romper,shopify,"46848235602169, 46848235634937, 46848235667705, 46848235700473, 46848235733241, 46848235766009",True,nan,https://applemintandcocoa.com//products/the-maroon-marble-baby-romper,2026/02/22 12:57:01 PM,Key Features: 100% Cotton Fleece brushed inside for extra warmth and comfort. Middle zipper.,"The Maroon Marble Baby Romper - 0-3, 3-6, 6-9, 9-12, 12-18, 18-24: Key Features: 100% Cotton Fleece brushed inside for extra warmth and comfort. Middle zipper."
The Maze Kids Hoodie (HOODIE ONLY),"2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years",450.0,the-maze-kids-hoodie-hoodie-only,shopify,"45553875353849, 45553875386617, 45553875419385, 45553875452153, 45553875484921, 45553875517689, 45553875550457, 45553875583225, 45553875615993",False,nan,https://applemintandcocoa.com//products/the-maze-kids-hoodie-hoodie-only,2026/02/22 12:57:13 PM,Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood,"The Maze Kids Hoodie (HOODIE ONLY) - 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years: Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood"
The Midnight Stars in Royal Blue T-shirt For Baby Boys,"0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months",195.0,the-midnight-stars-in-royal-blue-t-shirt-for-baby-boys,shopify,"46461399695609, 46461399728377, 46461399761145, 46461399793913, 46461399826681, 46461399859449",True,nan,https://applemintandcocoa.com//products/the-midnight-stars-in-royal-blue-t-shirt-for-baby-boys,2026/02/22 12:57:26 PM,"Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry.","The Midnight Stars in Royal Blue T-shirt For Baby Boys - 0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry."
The Mint Pajama T-Shirt For Boys (T-SHIRT ONLY),"2-3 Y, 3-4 Y, 4-5 Y, 5-6 Y, 6-7 Y, 8-9 Y, 10-11 Y, 12-13 Y, 14-15 Y",149.0,the-mint-pajama-t-shirt-for-boys-t-shirt-only,shopify,"46974247403769, 46974247436537, 46974247469305, 46974247502073, 46974247534841, 46974247567609, 46974247600377, 46974247633145, 46974247665913",False,nan,https://applemintandcocoa.com//products/the-mint-pajama-t-shirt-for-boys-t-shirt-only,2026/02/22 12:57:15 PM,Size & Fit: Regular fit.Size up as it runs small.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton T-shirt Key Features:Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags.,"The Mint Pajama T-Shirt For Boys (T-SHIRT ONLY) - 2-3 Y, 3-4 Y, 4-5 Y, 5-6 Y, 6-7 Y, 8-9 Y, 10-11 Y, 12-13 Y, 14-15 Y: Size & Fit: Regular fit.Size up as it runs small.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton T-shirt Key Features:Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags."
The Moon Phases Set For Baby Boys (T-Shirt and Shorts ONLY),"0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months",345.0,the-eagle-set-for-baby-boys,shopify,"44519828291833, 44519828324601, 44519828357369, 44519828390137, 44519828422905, 44519828455673",True,nan,https://applemintandcocoa.com//products/the-eagle-set-for-baby-boys,2026/02/22 12:57:22 PM,"Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton100% French Terry Cotton ( Lint treated) Key Features:Drawstring to secure fit.Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags. Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry. Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture.","The Moon Phases Set For Baby Boys (T-Shirt and Shorts ONLY) - 0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton100% French Terry Cotton ( Lint treated) Key Features:Drawstring to secure fit.Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags. Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry. Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture."
The Moon Phases T-shirt ONLY For Men,"Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only",320.0,the-eagle-t-shirt-only-for-men,shopify,"44519795130617, 44519795163385, 44519795196153, 44519795228921",False,nan,https://applemintandcocoa.com//products/the-eagle-t-shirt-only-for-men,2026/02/22 12:57:17 PM,Size & Fit:Slim fit. Runs SMALL. Please size up. Fabric:100% Cotton Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture.,"The Moon Phases T-shirt ONLY For Men - Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only: Size & Fit:Slim fit. Runs SMALL. Please size up. Fabric:100% Cotton Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture."
The Moose Baby Girls Romper,"0-3, 3-6, 6-9, 9-12, 12-18, 18-24",450.0,the-moose-baby-girls-romper,shopify,"44454507970809, 44454508003577, 44454508036345, 44454508069113, 44454508101881, 44454508134649",True,nan,https://applemintandcocoa.com//products/the-moose-baby-girls-romper,2026/02/22 12:57:25 PM,Crafted with our soft jersey knit fabric. Our fall baby rompers are perfect for those cool late summer/early fall evenings.Key Features:100% CottonCrotch and leg snaps for a less fussy diaper changes.Our signature functional wooden buttons for those little oversized heads.,"The Moose Baby Girls Romper - 0-3, 3-6, 6-9, 9-12, 12-18, 18-24: Crafted with our soft jersey knit fabric. Our fall baby rompers are perfect for those cool late summer/early fall evenings.Key Features:100% CottonCrotch and leg snaps for a less fussy diaper changes.Our signature functional wooden buttons for those little oversized heads."
The Moose Girls PJs,"2-3, 3-4, 4-5, 5-6, 6-7, 8-9, 10-11, 12-13, 14-15",650.0,the-moose-girls-pjs,shopify,"44454536315129, 44454536347897, 44454536380665, 44454536413433, 44454536446201, 44454536478969, 44454536511737, 44454536544505, 44454536577273",False,nan,https://applemintandcocoa.com//products/the-moose-girls-pjs,2026/02/22 12:57:27 PM,Crafted with our soft jersey knit fabric. Our fall pajama sets are perfect for those cool late summer/early fall evenings. Key Features: 100% Cotton Elasticized waist band Cuffed pants to avoid pants riding up Our signature functional wooden buttons,"The Moose Girls PJs - 2-3, 3-4, 4-5, 5-6, 6-7, 8-9, 10-11, 12-13, 14-15: Crafted with our soft jersey knit fabric. Our fall pajama sets are perfect for those cool late summer/early fall evenings. Key Features: 100% Cotton Elasticized waist band Cuffed pants to avoid pants riding up Our signature functional wooden buttons"
The Moving Mountains Matching Family Hoodie,Bundle #11065845,419.0,the-moving-mountains-matching-family-hoodie,shopify,45750024601849,True,BUNDLE-11065845,https://applemintandcocoa.com//products/the-moving-mountains-matching-family-hoodie,2026/02/22 12:57:16 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products,The Moving Mountains Matching Family Hoodie - Bundle #11065845: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products
The Moving Mountains Matching Family Hoodie,"Bundle #11414460, Bundle #11419989",450.0,the-moving-mountains-matching-family-hoodie,shopify,"46277480841465, 46281484730617",False,"BUNDLE-11414460, BUNDLE-11419989",https://applemintandcocoa.com//products/the-moving-mountains-matching-family-hoodie,2026/02/22 12:57:16 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products,"The Moving Mountains Matching Family Hoodie - Bundle #11414460, Bundle #11419989: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products"
The Moving Mountains Matching Family Hoodie,"Bundle #11123816, Bundle #11133804, Bundle #11158411",599.0,the-moving-mountains-matching-family-hoodie,shopify,"45780768162041, 45788173500665, 45806792016121",True,"BUNDLE-11123816, BUNDLE-11133804, BUNDLE-11158411",https://applemintandcocoa.com//products/the-moving-mountains-matching-family-hoodie,2026/02/22 12:57:16 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products,"The Moving Mountains Matching Family Hoodie - Bundle #11123816, Bundle #11133804, Bundle #11158411: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products"
The Moving Mountains Matching Family Hoodie,Default Title,699.0,the-moving-mountains-matching-family-hoodie,,45748553089273,True,nan,https://applemintandcocoa.com//products/the-moving-mountains-matching-family-hoodie,2026/02/22 12:57:16 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products,The Moving Mountains Matching Family Hoodie - Default Title: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products
The Moving Mountains Matching Family Hoodie,"Bundle #11158413, Bundle #11196414",750.0,the-moving-mountains-matching-family-hoodie,shopify,"45806793130233, 45866666262777",True,"BUNDLE-11158413, BUNDLE-11196414",https://applemintandcocoa.com//products/the-moving-mountains-matching-family-hoodie,2026/02/22 12:57:16 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products,"The Moving Mountains Matching Family Hoodie - Bundle #11158413, Bundle #11196414: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products"
The Moving Mountains Matching Family Hoodie,"Bundle #11069666, Bundle #11147196",849.0,the-moving-mountains-matching-family-hoodie,shopify,"45752263704825, 45795943088377",True,"BUNDLE-11069666, BUNDLE-11147196",https://applemintandcocoa.com//products/the-moving-mountains-matching-family-hoodie,2026/02/22 12:57:16 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products,"The Moving Mountains Matching Family Hoodie - Bundle #11069666, Bundle #11147196: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products"
The Moving Mountains Matching Family Hoodie,Bundle #12051128,900.0,the-moving-mountains-matching-family-hoodie,shopify,46898871238905,True,BUNDLE-12051128,https://applemintandcocoa.com//products/the-moving-mountains-matching-family-hoodie,2026/02/22 12:57:16 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products,The Moving Mountains Matching Family Hoodie - Bundle #12051128: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products
The Moving Mountains Matching Family Hoodie,"Bundle #11107360, Bundle #11133789",999.0,the-moving-mountains-matching-family-hoodie,shopify,"45772207489273, 45788167176441",True,"BUNDLE-11107360, BUNDLE-11133789",https://applemintandcocoa.com//products/the-moving-mountains-matching-family-hoodie,2026/02/22 12:57:16 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products,"The Moving Mountains Matching Family Hoodie - Bundle #11107360, Bundle #11133789: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.bundlebuilder.app/hc/en-gb/articles/4409557939473-Dummy-products"
